comment,author_display_name,comment_like_count
I saw this video and then added the extension. Surprised when I saw it actually worked,@Mr._tikle456,0
Yo wasup bro. Hi/hey,@noellemoroz6781,0
"Heyy, 🙎🏼‍♀️🚺",@ellagutt7993,0
Sam is the type of guy to mistake checkers with chess,@slimey8026,4
heyy! I really love your personality and content in general!✨,@starry_girl64,0
As A A-10 warthog Close Air Support aircraft I will use Heyyy,@Smartman2,0
I haven't watched Ryan's World in like 5 years and I still remember those hated videos I was obsessed with him,@KittyKatKueen,2
U should listen to jumu'ah instead from friday,@amirulamsyarbinizzatzumairimoe,0
This video only has 700 dislikes,@RickAstley224,0
"11:15
Sam is the type of guy to say that's german

( I speak german and that's NOT german)",@WoNyOuNgIsM-,2
"765 dislikes at this time
yeah i got dislike thing extension",@Mr.MonsterHandler_MMH,0
hi can you plz pin me?,@goldengorilladilla3267,0
Ghostbusters 2016 is the worst movie I've ever watched it destroys the original movie and ticks me off so much I'm so glad they made afterlife to fix that mistake you are sooooo lucky to have never seen it,@SansUndertale65,0
Its not german its norwegian!!!,@zoomi4618,1
"Bro really said ryan ""is 15 years old""",@SubTo_HabRBLX,1
Petition to bring the dislike butoon back\/,@ATG_Playz,1
ok,@Rizzler524,0
"""Wait till gta7 comes out"" me when gta7 comes out
💀
👕
👖",@DaMagDal,2
15:35 Bill & Bulls lekland is a Big kids playground in Sweden,@miloericsson5814,1
"Speaking of dislikes, this video has 765 dislikes",@tuna1000,1
isnt that checkers?,@bhagyanathv5308,0
LAST,@anam6446,1
The surprise egg guy is a child predator that's why,@Mull-ww5uo,0
"4:35 As a person who knows Russian, this says, ""Masha and the Bear"" as the Russian cartoon.",@UmiCheetah0,0
baby shark,@The_Buzz_Force,0
Are u a robot sam?,@artemis4500,0
"Bro said equity between the genders while only using 2 hands as the scales? Assuming there are 2 genders?
CANCELLED
This is satire, W video",@QkayDG,2
👋 Hi,@GersonHernandez-nm5jk,1
6:50 Bros Augustus Gloop,@bridgerjames2134,0
I liked my own comment.,@destinycastorena2544,10
"Do
Clean",@CoolyBear260,0
👇🏻",@CSStudio-kc7iv,1
HEYYYYYYYYY IM NOT A BOY IM A MAN 🗿,@VoidKing170,0
I watched the full video,@GavinMcNeil28,0
Why are all the new comments saying ‘heyy',@The_Prime_MEMEister,0
Last comment,@user-eg6ze7tr7o,0
@jessspain2732 first,@heathhoadley8676,0
This video has 741 dislikes,@user-zr6tx5pt5c,1
my name is “umm”,@chocymilksstuffYT,0
How many dislikes where in this video?,@awesomealexandbrilliantbel8219,0
4:13 did I just get hit by an ad by Sam?,@editaddict1654,1
this only has 739 dislikes as of now,@Tell.TomHolland.I.am.straight,1
the reason why kids/family channels are so disliked is because usually the parents use their kids to get views and money,@daara134,0
"Also, sam, masha and the bear is a tv show,so thay copied it.",@bookpaperairplanes3018,0
How come a kids music video has 2 times more views than the RickRoll??!!!,@bookpaperairplanes3018,0
"""first""",@bookpaperairplanes3018,0
"Mr. Faisu is number 5,after carry minati (has 41M subs now) released w roasting video of TikTok particularly Amir Sidique he also relaved that mr. Faisu has warned him for making these kinda video. YouTube has deleted carry's video for these controversy, all carry fans and other big indoan YouTubers roast Tiktokers after that, and then Mr faisu released a video on YouTube in between that controversy led him feature here. Later indian government banned TikTok.",@Shubhamsingh-to7ju,0
"Sadak 2  is second most disliked video, because all of actors in that movie was from film families or nepotism favoured. It released in 2020, after tragic ""suc*de of Sushant Singh Rajput"" He was a really great actor but not related to film families, he was an outsider and doing great jod in film industry. One of conspiracy theory of his death was pressure and humiliation from film families, that's why Sadak 2 get 14M dislikes. Also, movie had one of worst storylines , and first part of sadak franchise was a good movie, part 2 failed any near to pull off part 1",@Shubhamsingh-to7ju,0
not family fun pack 😩,@I_AM_VECTOR,0
"@Sambucha . The reason why sadak 2 have 14 mil dislikes because one of the actors (Sushant Singh Rajput) committed suicide  because of political reasons I am guessing. Still none knows up until today the exact reason why he took his life . There have been many speculations. And since this was one of his last films (dont quote me on that ) , this film  turned out to  be a disaster and all the fans of sushant hated on it because this may have been one of the reasons cumulating to his death (idk) . Correct me in the come if I am wrong. RIP Sushant  🙏❤.",@clashgod3558,0
Hi,@johnathangilkes2265,0
WE SHALL MAKE THIS VIDEO THE MAIST DISLIKED VIDEO LOL,@YourPasswordIsWrong,0
As a female watcher I am able to tell you that I am currently subscribed to this channel and that I do watch your videos,@marapopescu2055,88
I watched the family pack and now i mean its kinda cringe,@Luke-oz6wn,0
I feel like the dislikes r from kids that keep pressing the screen,@justagalwhocomments,0
HAY,@syscorpius,0
"12:01
(spoilers for JJK
Faisu was a cringe tiktoker with most following in India (2020) so just because of that they disliked his video,@chiku_002,0
Masha the bear is a kid TV show on netflix,@user-yh2ro9wn3t,0
"Justice for Suprise Toys who got a bunch of dislikes for no reason
(4:43)
Edit: I would always watch 21:05 a long time ago",@MarvelBricks,3
Heyy.👋 I am a girl. I watch you with two acounts. I comment just with this one. I allways watch the whole video on at least one. I love your content. The reaction and games.,@CatLover8610,0
"Number 28 went crazy
Plus he's one hundred percent right",@pokeguy1p,0
19:52 heyy,@user-qc8mw9jc8t,0
I disliked this video your welcome,@cameronknight7195,0
"SAM I UNSUBBED THEN RESUBBED AND IT DID THE ANIMATION
if you dont know what im talking about heres the timestamp 12:54",@pengalopagus,0
we must dislike this video of respect,@kline14,1
Heyy! I also don't know the reasoning for why some of these have so many dislikes too but I love your videos 👍,@Bananasavannah2002,0
theres like 734 dislikes on this video,@charliegaming7262,0
"Why isn't Colleen Ballinger's ukulele ""apology"" on here? Last time I checked it had over 2 million dislikes",@laurenpetro2901,0
At 9:48 that was Justin Bieber,@Bri-Ded,0
wait is the blurred video in the thumbnail the rickroll,@donuts_jessica6544,0
"The bigger your fanbase, the bigger your enemies",@undyingtome,0
also you included a song at 26:49,@oneoneone11123,0
Nosetradomus,@undyingtome,0
the kids channels are most likely forced onto them thats why they have so many dislikes,@oneoneone11123,0
those captions were danish not german btw,@Not_Floofy,0
"Sam forgot to put ""Revenge"" (a short with 48 million dislikes)on this list",@Fire_guy203,0
"Heyy😘 Lol I can't believe I just did that💀💀💀💀",@ThatOneHockeyGrl8,0
Link to 53?,@ReallyCoolMan-iz6te,0
1 Million + 22:41,@CJ0611,1
Masha and the bear Chinese edition is so great,@Redstoner34526,0
heu,@heymanitsme4334,0
"People who came from the short
👇",@coolguy5401,0
"8:18 

YouTube: every comment this video gets I will give 1 dollar to 🏳️‍🌈people",@alvinzhang5905,0
"Heyy Sam, I watch your videos all the time!",@estherlouise924,0
whats the extension?,@christophervalle7668,0
The German alphabet doesn't look like that.,@Slugdge,0
Bro Logan is colorblind I know that from a story he said,@amandasantos3223,0
Everyone dislike this video 😂,@MHClub16,0
Where did you get this extension,@Thejerryclan,0
"Right now, this video has 678 dislikes",@jxwc30,0
32:30 i watched every singel second👍👍 great video,@kiptok7411,1
"heyy
;;",@shuporangporang.linoss,0
"11:17 Sam, das ist nicht Deutsch, wie haben keine Sonderzeichen mit nur einem Punkt/Kreis, wei haben nur ä, ö, ü und ß, das ist eine skandinavische Sprache... Have fun translating this :)",@_lennard_lp,0
19:47 heyy you know that you can see that in YT Studio right,@kiptok7411,0
"#10 Mr faisu is popular tik tok star in India, In 2020 there was a huge clash between all Indian Youtubers and Tik Tokers however indian government officially announced to Banned 59 chinese apps including tik tok also , after tik tok banned he uploaded a video on YouTube where people gave him such hate",@AyanSui,1
"""real men""",@levzelcernoble2878,0
Hey Masha and the Bear brings me back to 2016-2019 me,@Kurtklub2.0,0
I used to watch the family fun pack Halloween costumes vid over and  over,@Blueberry12474,0
We should make this video the most disliked video.,@THEWillGames077,1
11:15 THAT IS NOT GERMAN ITS NORWEGIAN,@blackpard.,0
fornite,@spiderm5550,0
11:10 that is Swedish,@FloppaRoblox616,0
"11:14 that's not German, that's Norwegian Sam..😅",@TeddyYetii,0
"Jessspain2732……
First… 🥴",@user-vy3sh1co6l,0
Please do 15 min vids,@CoolClipz,1
"👦 <---- this is bob
 /|\    <bob is 0 years old>
 / \    <each like will increase bob's age>",@RonaldoAndMessiFan663,1
"""Why are my subtitles in german?""Me, a german who speaks danish:👁👄👁",@video724,1
Heyy! Some girls watch you too.,@Vlog_with_Cloudyy,1
heyy(Im a guy),@nexus5092,0
hey(one Y),@user-rf4lm7jj2e,0
yall wanna make this video the most disliked video?,@RedDNeol,0
First,@AdamWingard_Official,0
People dislike this video so it will get #1 dislikes!!!!!,@Blaatti,1
19:11 he literally sounds like my cousin 😭-,@urfav_brunette1228,0
Glad that 'gen-z watch slipknot' from react channel is not included of this dislike ranking ✌🏼✌🏼,@buatbluestack9714,1
heyy i love watching your vids! honestly your vids are some of the most entertaining vids i watch on this whole platform!!,@ExorcistAngel333,4
"Loving the long form content you've been putting out man, keep up the good work",@liamgamer8874,5
Lol tell me you got sponsored by YouTubeTV without telling me you got sponsored by YouTubeTV,@DisturbedSFS,0
27:13,@Duge-Purple,0
heyy female here,@charlenechoy1799,0
this video has 1.1k dislikes...,@ajarvis8999,0
"sam is the smartest, funniest youtuber. Very fun to watch and great video!",@Mister_Mosse,0
"It's suspected that #4, the one about the learning color eggs, bought its views.",@mozartisepic8971,0
"""Kids can get away with cringy stuff""
32:38",@phantomfury4381,0
Not the Masha and the Bear one 😭 I loved that show growing up and that episode was literally my favorite one,@NoopyP,1
"the censored video is from kicesie called... idk if im allowed to say this uh ""BEST S3X EVER!!!""",@gear4th595,0
Does bro want to know 29:18. Is bro after the kids or what 29:22,@Bruh-Unknownl,0
heyy a reason why people don't like those chocolate egg things is because kids would eat these and choke on them. Some children even passed because of the eggs,@chicken-vy2ro,0
"i started having a heart attack when Ghostbusters was on there but then i saw that it was the all female one so im ok with that :) (and no, its not good)",@Dab_dude0,0
"when ever you say ""subscribe"" in the video, a animation plays over the subscribe button and its really cool",@idarkend.,4
"HEY he's using the mytop100videos ""most disliked videos"" playlist!!!! good job",@Smart_idiott,2
Heyy sam I like your videos,@leightonwachholtz777,1
heyy!!!,@your-_-moM.,0
I do 1 pushup for every like on this comment,@XxShxxi3ceEe_SimplyBunii,2
"People who disliked this vid 👇",@Italianskibiditoilet,1
"Heyy As a girl, i watch sambucha videos to fall asleep. Your voice is relaxing and sometimes youre funny",@Isabel-wo9lv,24
"22:59 Chapters can be auto-generated. Based on the names like 'Stretching' and 'Old Content', I think these are auto-generated.",@harrybest2041,1
Heyy i like your videos im 10 and I know why no one likes these videos it is not fun there boring show offs rich kids and the grownups opening it boring a whast of time btw i ❤ your videos,@nylah7666,0
My brother was literally just watching number 42 🗿,@Placeofdragons,1
I'm Indian but idk,@Dawgz_75,0
"I think the surprise toys are hated by parents, when my bro was little he never stopped watching that.",@Bedrockpanda-yw2jo,3
“Finger daddy finger daddy” 💀,@CHRIS_bot2,4
Heyy! I really enjoy watching your videos,@nani0o070,0
"I'm just gonna say it, I'm disappointed baby wasn't in here",@Golfguy2769,1
"Your close caption is not german, german is: Hallo ich bin ein Abonnent von Sambucha.",@iBad_2k,1
I am the last comment hehehe,@Subscribe_or,0
man is a child at heart,@floorman7076,0
Heyy. Your videos are amazing,@victoriaawesome381,0
Please make a surprise egg video!!🤩,@frankip6948,3
who here wants sam to make his own suprise egg video???,@socki_skateboards,0
19:33 most annoying,@Bobbricksfor1all,1
"Heyy Sam, how's your day?",@vincedipalma2164,0
Sam lowkey reminds me of my history teacher. He was chill asf,@thesecondunicorntodab5169,0
Heyy sam lmfao. Quick fun fact- Rebecca Black WAS definitely under 18. How do i know? She went to my cousins highschool then when she released friday she was bullied so bad she dropped out,@lolwutubish,0
"Heyy, hey. Not bad videos. My son watches.",@vickichapel3253,0
Lets make this the most disliked video on youtube,@ThatGuyGaming2008,0
"Issues with family Channels, They exploit their children to the internet",@IndiGetto,0
"Trump literally cheated in 2016, there's no ""silent majority""",@GGP_Iben,0
🙋‍♀️ great content 👌,@mattymndz1316,0
I think it's just because family channels are just parents trying to use their small children for views,@Horizon-17,0
First,@zayahtee,0
"hey
watup",@bread87664,0
i dont see the dislikes but why am i thinking that this video has so many dislikes,@Ricky_rickroll,0
Hay,@Leo-Valdez,0
"this video have 544 dislikes
(i used the extension )",@googlelogic,0
"As a female, I do watch Sambucha on the daily. (So heyy)",@livviebattaglia,1
34:40 Sadak 2 is has 14m dislikes because it came at the time when everyone in India was hating Bollywood (reason for the is the tragic  death of sushant singh rajput),@sushamabhamare7814,8
HEYY,@Theofficaltomato,2
29:55 mr.faisu is hated because his community that is tiktok community disrespected youtube community (a part of the YouTube VS Tiktok beaf which happened in India),@sushamabhamare7814,2
Where's the video where YouTube announced the removal the dislike,@Yunky_,0
"hey. a",@thehatman69420,0
4:56 I WATCHED THIS AS A KID😂,@fxrrari,1
"heyy, disliked the video in the spirit of the video itself",@AnArmyonthenet,0
"When they said “Cause your better at this than we are” in YouTube Rewind 2019, that came off as kind of passive-aggressive.",@themythologynerd7020,0
The title of 53 is best $ex ever!!!,@Im_that_guy69,0
I will make this the most disliked video so he has to react to it😈😈😈😈,@Mcchesbal,0
Heyy,@themythologynerd7020,1
idk why sam has 540 dislikes on this video its actually a banger,@Bonso_,0
Sam is the kind of guy to think everyone's fingers are the same,@Masonious420,0
And I say hey what a wonderful kind of day,@AimInD35,0
thats danish i think but NOT german (i am german I don't mean like I'm American but my 7x great grand father was german I mean I was born in Germany and my dad is too),@CrimsonIsDevious,0
Guys let's make this the most disliked video,@dylans8744,0
Sam u da man,@Maximumcapcityfingerboards,0
26:28 THIS VIDEO WAS MY ENTIRE CHILDHOOD,@IEXIST676,5
Heyy I watch all your videos 🤩,@Abby-Palmer,0
When i was little i watched chu chu tv,@IEXIST676,0
The finger daddy song for me 😂😂😂,@paulograg,2
19:50 i refer as a basketball,@GoatedTrevon,0
I'm the only one who listens to Sam,@flamencokid1968,0
35:21 This is the hardest ive seen Sam laugh😂,@justinwilson4724,5
Trumper,@Million182,0
hey sam at 26:48 theres a music video and I thought you said no music videos?,@Marvel-DC-BreakDowns,0
I bet this comment wont get more than 1 like,@Saifplayzminecraft,2
whats the video name of 53rd one,@denizdonmez398,0
hey (male),@Marvel-DC-BreakDowns,0
"Hey, i kinda watched your videoa daily but i searched clash royale once and then youtube started recommending clash royale shorts for a month💀",@sespe13_,0
Hiiiii,@jellyjade9390,0
"Use this as a dislike button Every like increases chances Of dislikes coming back 👇",@SquidOffie,2
11:18 bro thats not german😂,@basemosquit1776,1
heyy. keep up the great work. love your videos,@angelabecannen-mn9hc,0
Heyy I love ur channel,@_https.Aniyah,0
"Heyyy, I'm a potato😏😏",@ryantso3294,0
Heyy Sam! Thank you for doing such entertaining videos!,@gennythegenie2024,4
"Heyy just a question a
Sam what if you do a hey with 3 Ys?",@meloniconstable,1
Next do a reaction to most disliked videos without the kids content,@havenshaw7856,0
0:23 what's the link?? Or title of video??,@dr_mutt3294,0
right after this i downloaded the extention-,@shellykidvid,0
Ryan from Ryan's toy review is actually 12 as of the year 2023,@Gamer.Godzilla654,0
"Would be pretty cool to see Sam say ""pretty cool right"" in the next YT rewind tbh",@duifmas,0
30:15 qtfer playing mw3 campaign,@rtgrtg5107,0
you hate bollywood why,@palakkedia6195,0
"👱🏻‍♀️this
👗is
👠barbie

every like will increase gender equality and make the barbies happy:)",@dehDUM,2
"20:02 just add fake plants in the background. It will boost female view count, trust me. You'd prolly know anyway with that pink light in the back. Professionals have standards.🗿",@PringlesL0vr,2
"I don't hate kids, I just dislike parents who sacrifice they're children to YouTube for views",@AricRastley,1
this video has 496 dislikes. why do people dislike Samnucha,@mr_polish_t0ast,0
"Heyy not my autocorrect trying to change it to one y love your videos Sam, they're always so entertaining",@Hannah-ot4zo,0
heyy,@C4109_r,1
Can someone tell me why peaple hate that kinder toy video in detail you know where to go,@fiolabomioloruntoba4393,0
Sadak 2 was a very bad movie and it insulted sadak 1 we indians hated it. The actor in the movie is sanjay dutt one of the finest. Happy to help happy new year.,@dhairyakashyap7618,1
"the reason kids videos have so many dislikes is because the kids click it, without even knowing it, my niece and nephew just dislike every video they see.",@BlobGorillaTag,6
"17 years ago I met my husband and he fell in love with me because I was girl-gamer, it was rare then. 

I just love your unique style in these videos. Keep up the good work! 🤩🤩",@suvivaltari,0
"Sadak 2 is the most disliked amidst the demise of an Indian actor ""sushant singh rajput""back in 2020.",@natureseeker145,0
"Heyy Sam. I have watched your videos for quite some time now and in my opinion they are funny. You make me laugh and smile everyday and I'm so great full you do that. It's always fun to watch a videos of yours everyday wether or not you have already watched it. 
       - Your friend, F4V0R1T3-CH1LD",@F4V0R1T3-CH1LD,1
"Heyy.  I'm a woman and number #28 pissed me off too.  Also, how come you pronounce “women” as “woman”?  No hate, just curious.  Love your videos!!  I wouldn't change a thing about your videos.  The women who don't watch you are missing out!!

Also I was laughing at when you said you can do whatever you want and so you were just waving your arms around drinking water.  So edgy 😂😂",@LadyPallas,1
Hey ❤❤❤❤❤❤❤❤,@Bloergha.,0
heyy I'm a guy,@zeropilot1112,0
I just disliked your video,@Hamperter,0
wow the like to dislike on this video is insane 477 dislikes to 11k likes DAMN,@ARTILLERIST,0
"I'm gay so I'm commenting
"Who knew the channel with the most dislikes on YouTube
Is YouTube itself 😂😂😂",@LegendofZelda-fan,0
3:43 THANK YOU SAM,@thetoasters_max936,0
11:18 Bro said german when it was norwegian💀💀,@Dummybass_,0
Mr beast take notes 💀,@Exes471,0
Heyy love this vid so interesting,@mackenzieminze7922,0
Heyyy Sam how are ya😊,@Anike-ng1jw,0
as a woman i can say yes we do watch u 🫡,@lorann_,0
"Me before watching the video: Let me guess, YouTube rewind",@saulgoodman2071,0
Anyone else dislike this video? 😅,@TowelsKingdom,0
All aboard the toxic gossip train,@TowelsKingdom,0
Heyy Sam! Maybe to grow a larger audience (not just female) you could cover some YouTube drama in videos but Idk.,@Wendythefroggy,0
as a female i can confirm that we do watch you👍,@Cambriabollinger,0
heyy,@Cambriabollinger,0
this video has 461 dislikes,@DriftmadefromN,0
Mr fisu is a m0lseter,@TonyMontanaXx,1
Sam is the type of guy to make a Top 57.,@gregorybronstein,0
Heyy thanks for your fun videos 😁🩷,@kaitlynbillings,0
Love how he said I can do whatever I want and then proceeds to just drink water 😂 like we can't stop you from drinking water 😂,@aprilnelson8704,0
8:20 Bro did not want to get cancelled so he said nothing,@ThenTell,0
Heyy 😂 your one of my favorite YouTubers thank you so much for you hilarious content,@peytonsiren3982,1
December 13 2021 was also the day of my 20th birthday!,@redscorpion9411,0
Sam is the goat,@StarCrow77Gaming,0
Day 393 of asking sambucha do a live stream,@Hehehemason,0
Am I the only one who thought of s sniper wolf when he said doxxing,@StitchNRoo,1
Can I ask why the 14 is in money? (0:44),@Entitled_,0
Words can't have no vowels so a e I o u you have to have except if you have a name like Ty,@WestonT23,0
Sam is cool :),@NathanDiaz-ct4sc,0
Am i the only one that either likes a video or doesnt  and never dislikes one,@reneereid4860,1
I like how he doesn't care what the women are asking men😂,@user-vh5xl4hb5z,0
I saw a vid with 300k dis likes in 2020 I think,@Roblos_Pro81,0
Heyy! How are u Sam,@lpzer2,0
Aaaaaaaaa,@jayrontoribio3089,0
Heyy no one else said it,@malaysiasalery4700,0
"Bro has no fear of being cancelled 💀
Also heyy",@Courtney-wg6yd,0
"ima perforororrm an experiment, make a kids channel directly targeting kids, and i will see how much subes is mustered and the watch time. Then i will make a video that tells them to comment why you like kids channels. My hypothesis is they put it for their loud annoying kid during a party to get them to SHUTUP",@TheExpiriment,0
Heyy love ur vids,@piperall3n46,0
I'm surprised clash Royale's update for losers video isn't on this list I think it got about 100k dislikes after a month,@chanihyams3202,0
heyy,@atheniexBELLA,0
homie where can i get this extension,@TheExpiriment,0
currently at this moment this video has 454 dislikes,@TaiderineU3,0
the diana most popular video has more views than rick astley never gonna give you up,@clairemartin1,0
the 36 questions woman have for men reaction was kinda funny. he was just like your not funny or nobody cares lol,@zacharysleister9631,0
sam is the type of guy to have dislikes when they are removed,@boycoolxcgame8446,0
Dislike his video,@NoobieN_,0
german? you mean Norwegian its Norwegian not german,@IronMouseAndy,0
"""i can do whatever I want""
drinks water 🤣",@RetroBowlSweatAC3,5
"""i like you ryan ""💀💀💀💀",@MGEDITZ-Freepalestine,0
Heyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,@Darkshadow.-_-.,1
Ball,@The_whopper_man,0
"34:34 Sam is the type of guy who thinks that Indian actor is Sylvester Stallone, while he looks more like Jean Reno!",@WinnerVSLoser1,0
MERRY CHRISTMAS! Sam even know it was Christmas yesterday,@user-Dafuqboomm,0
"Idk if this is a mandela effect or a re-upload, but I remember watching this a couple days before Christmas.",@applehead4906,0
#JusticeforKindereggGuy,@bloodfireow7380,0
I didn't mean to do the same comment,@gloriakutus9377,0
"The reason I don't like the videos about kids is because the kids look so spoiled. The adult egg ones are fine, but the kids are just spoiled, especially Ryan's World.",@ManglesFish,0
Sam likes the kids and surprise toys so why doesn't he like the video,@gloriakutus9377,0
Sam likes the kids and surprise toys so why doesn't he like the video,@gloriakutus9377,0
Sam likes the kids and surprise toys so why doesn't he like the video,@gloriakutus9377,0
Sam likes the kids and surprise toys so why doesn't he like the video,@gloriakutus9377,1
Sam likes the kids and surprise toys so why doesn't he like the video,@gloriakutus9377,1
Hey Sambucha I am a boy . Sam you have a great sense of humor and you are smart (not true 😅 ) Hey Sam have you ever got your YouTube Plaque,@gloriakutus9377,2
I'm a kid and I get 0 dislikes and 21 likes😊,@kingkongshorts1962,0
"as an indian, i'll tell you
the sadak 2 is a “sequel” for a very loved and popular 1980's movie called “sadak” 

they decided to remake it and ruined it entirely with different actors and everything was different.

most of the indians love the OG movie and they were upset on this ruined version .",@aaryaakamble,1
everyone dislike the video,@weirdobananaboy5021,0
Dec 13 is 1 day before my bday,@Preppyxwatermelon13-urNepaliYT,0
"So being an Indian let me tell you:
The #10 Mr. Faisu guy is the most hated Tiktoker when Tiktok was a thing in India. It was because there was some controversy between youtube and Tiktok Creators. Then he came to Youtube from Tiktok and the same kind of love and support he got here as well.
For #2 Sadak 2 was a movie which came around a tragic suicide of one of our beloved actor who was talented but not a Star Kid and due to his death there was a controversy in Bollywood over Nepotism and Star kids. Sadak 2 I think has 3-4 actors who are starkids and this was kind of common to boycott these kind of movies at that time that is why it got these many dislikes.
Thanks even though I know nobody is gonna read this let alone Sam. Anyways😢😢😢",@kub9572,0
Sam is the type of guy to call Swedish as German,@YesofcIamyeswhatdidyouthink,1
"You forgot
The most hated video 
We found
A body 
By Logan Paul",@dennisevanko6152,0
I liked my own comment,@NotCh33z3_YT,1
Female suscriber here! Heyy!,@hi_nay,1
"heyy!! love watching your videos and shorts sam, although I'm not sure how you can get a larger female audience.. just keep doing what your doing, I could binge you for days 😂❤",@chryypnda,77
I'd be funny if this was the most disliked video,@Chenry.J,2
Make this the most disliked video on YouTube that would be kinda funny,@King_Mcguffin,1
Kids by aced🎉ent press dislike on kids videos,@rrg-,1
6:50 mofo's tall,@Darkninjaneo,2
Can anyone tell me what the extension this is plz I want it,@peldarsharbiff2625,0
The Nair video's not on here?!?,@Kool-aidManVR,0
I disliked my comment,@Chubby-chugus,0
"I don't think anyone is wondering why sadak 2 has 14m dislike but if you are in a short way, there was a struggling Bollywood actor who suicide (may his soul rip) stating Bollywood just running on nepotism is so hard to find role ect, and the wave start people start to hate nepo kids and then sadak 2 trailer drop rest is history...",@Kiddusmahmud,0
YESSS,@JMR436,0
Rare moment of Sam laughing,@orlanrules,0
Heyy! Love your videos!,@iitsbxbbles,1
19:44 heyy,@emmakennelly9425,3
32:39 people if they skip to this part: why tf is he dancing?,@GRAPEMAN876,0
your video have 437 dislikes,@user-cy8zf3xg2f,0
28:22 wow 2.6B thats crazy💀💀,@deerfoxplayz9360,0
"How many dislikes you have, Sam Bucha",@user-tb3sy3nz5w,0
What is the name of the video #53?????,@M80hendo,0
"at 4:37, the Russian text says ""Masha and the Bear"".",@trastenuhoh,0
I think those kids videos are heavily disliked due to their parents using them for gaining followers,@JDFgames,0
"Heyy
Nobody likes those videos that shows kids because viewers think it's bad parenting, considering they're not giving their kids privacy. Idk abt the kinder videos tho",@Roxiesundersxore,1
First,@sandralaw8017,0
Fortnite when they realize there game is dying YOO ITS REWIND TIME,@dogtales4331,0
"People in 2016 said that trump isn't going to win and he won, and after what all he did the majority of the usa is going to vote for him next election 🤦‍♂",@snowy1959,0
sam really does not know what chess is.,@pi3.14etc,0
Petition to get Sam an intro like ‘ChuchuTV'!!,@Allboutthat-gx5wt,2
Howdy,@Jonathanyt201,1
"Lady Gaga Cover by Daniel Roth, might be the most disliked video ever",@cavejohnson4054,0
"Ok just to confirm, when the subtitles changes for sam then its not german, its norwegian",@Zevras10,0
"females 
(Suggestions: baba is You, Human: fall flat, Monument valley)",@learningwithlevi6924,2
The kinder egg guy is good idk why he has so much hate,@dogtales4331,0
heyy,@CharlotteSzyslak,2
The girls ghostbusters is actually better than the originals imo 💪,@Stupidguy666,0
hey,@enchantedgoldenapple3290,0
To see a true disliked video make sure that the video has more dislikes than likes,@user-os6vz4rr5l,0
Hey,@astroteam6678,0
"hay
also your so nice at the guy with the chocolate and with the toys  😂😂",@miltongutierrez7727,0
"22:59, ricegum didn't add those, they were automaticly added by youtube, if you dont see in the desc for expamle: 
9:24 something about murder
13:49 eight years
19:32 yes
then that means it was auto generated by the youtube bots, and not by the creator.",@wieiisherepico,0
H I,@The__FBI,0
Can u do a video like “I watched the most liked music videos”,@presxejmsoemxx,0
Do the least liked tiktoks.,@CameronRichardson-vf5oj,1
hay,@maingo_23,0
Don't dislike this video just since this is about dislikes,@RilB243-average_ppt_fan-,0
I think the family channels have so many dislikes because viewers think their recording their kids for views,@elvedinasemovska5086,1
everybody has to dislike this video now,@jaimybalster1178,0
That masha and the bear episode recipe for disaster is easily the best episode ever,@Rizzardofozz3,1
Hey with one y,@RilB243-average_ppt_fan-,0
28:23 why did he say billion when it said million lol 😂,@EliSmith275,0
"407 dislikes on this video, why did u guys dislike this :(",@StepSisChan,1
21:14 ryan is actually 12 i just looked it up,@they.adore.liv5,0
Why are people watching videos that they are going to dislike,@Nabel12345.,0
I feel like watching someone open surprise toys or smth would be entertaining💀,@AkiraMelanie,0
Im checking the comment section for the title of that one video,@mikeydeez2313,1
as a female i can confirm i watch sambucha regularly,@luvu2462,575
"Sam is literally the only YouTube channel that I can watch long videos of without getting bored or skipping forward
edit: 58 likes omg never got that amount of likes in a comment before lol",@CubeCumber682,125
In these kids channels most of the likes are clicked by kids they see it glowing so they press it (they are 6 yo btw) or if it was a long time ago they just accidently clicked it.,@AndrzejTheSecond,0
"heyy
dang it it feels so weird lol",@CubeCumber682,0
"At the Point of this Comment, Sam's Video has 406 Dislikes (sadly)",@Cametendo,1
18:40 to 19:15 😂,@snickerdoge67CR,1
"merry Christmas, dear Sam",@Josva_Mikkelsen,0
"Hey here's a real question, how did you manage to watch all those apology videos without quitting",@shadowizzy5573,1
I love that channel of eggs I look forward to no dislikes on that channel,@Aviation265,1
No you don't get the special effect when subscribing. I'm on a phone so maybe it's different? Heyy,@nobodys.home_1993,1
bro that is not german,@tabasom747,1
december 13 is my bday,@MR.-UCL-EDITS7,1
Me whose b-day is on Dec 13💀,@cheezcake38,0
"Hey guys I got an idea! Let's try to get this vid to the most disliked video on YouTube! 


(Don't actually do that)",@TheTalesMaster-,1
I think alot of kids jst type anything on the screen and dislike without really recognizing,@naserahmed8891,1
Great video and Merry Christmas Sam,@diegoolariaga5051,0
The secretary in Ghostbusters was male,@diegoolariaga5051,0
"Bro the surprise egg videos were my childhood 😭
Haven't watched these vids in about 8 years, good times man",@jctube2901,1
Bigge cheese,@YTXxnikelogoxX,0
heyy sammyyyy slayyy,@user-li9nr9el1s,0
